date,buy_volume,final_volume
18/06/2013,5000,10202
19/06/2013,0,8083
20/06/2013,0,6732
21/06/2013,0,5373
22/06/2013,0,4090
23/06/2013,0,3891
24/06/2013,10000,12778
25/06/2013,0,11744
26/06/2013,0,10527
27/06/2013,0,9408
28/06/2013,0,8251
29/06/2013,0,7388
30/06/2013,0,7013
01/07/2013,5000,10698
02/07/2013,0,9473
03/07/2013,0,8375
04/07/2013,5000,12191
05/07/2013,0,10908
06/07/2013,0,9609
07/07/2013,0,9201
08/07/2013,5000,13015
09/07/2013,0,12520
10/07/2013,0,10843
11/07/2013,0,9411
12/07/2013,5000,13205
13/07/2013,0,11651
14/07/2013,0,11248
15/07/2013,0,9816
16/07/2013,5000,13977
17/07/2013,0,12467
18/07/2013,0,11045
19/07/2013,0,9355
20/07/2013,4000,12346
21/07/2013,0,12230
22/07/2013,0,10942
23/07/2013,0,9936
24/07/2013,0,8711
25/07/2013,5000,12663
26/07/2013,0,11061
27/07/2013,0,10454
28/07/2013,0,10114
29/07/2013,0,9112
30/07/2013,5000,13118
31/07/2013,0,12029
01/08/2013,0,11164
02/08/2013,3000,12946
03/08/2013,0,12293
04/08/2013,0,11928
05/08/2013,0,10247
06/08/2013,0,8809
07/08/2013,0,7458
08/08/2013,5000,11321
09/08/2013,0,10263
10/08/2013,0,9088
11/08/2013,0,8942
12/08/2013,0,6387
13/08/2013,5000,10218
14/08/2013,0,8974
15/08/2013,0,7188
16/08/2013,0,5963
17/08/2013,0,5162
18/08/2013,0,4755
19/08/2013,5000,8830
20/08/2013,5000,13024
21/08/2013,0,11428
22/08/2013,0,9888
23/08/2013,0,8795
24/08/2013,0,7899
25/08/2013,0,7458
26/08/2013,0,5778
27/08/2013,3000,7747
28/08/2013,3000,9301
29/08/2013,0,7766
30/08/2013,5000,11685
31/08/2013,0,10488
01/09/2013,0,10356
02/09/2013,0,8690
03/09/2013,0,7569
04/09/2013,5000,11727
05/09/2013,0,10266
06/09/2013,0,8581
07/09/2013,0,7521
08/09/2013,0,7178
09/09/2013,5000,10458
10/09/2013,0,9671
11/09/2013,0,8486
12/09/2013,5000,12434
13/09/2013,0,10934
14/09/2013,0,10042
15/09/2013,0,9784
16/09/2013,0,8703
17/09/2013,4000,11436
18/09/2013,0,10329
19/09/2013,0,9134
20/09/2013,0,7856
21/09/2013,0,6541
22/09/2013,0,6288
23/09/2013,5000,9620
24/09/2013,0,8172
25/09/2013,5000,11712
26/09/2013,0,9821
27/09/2013,0,8454
28/09/2013,5000,12677
29/09/2013,0,12361
30/09/2013,0,10804
01/10/2013,0,9131
02/10/2013,0,7823
03/10/2013,5000,11354
04/10/2013,0,9941
05/10/2013,3000,11893
06/10/2013,0,11123
07/10/2013,0,9620
08/10/2013,0,7799
09/10/2013,4000,10090
10/10/2013,0,8687
11/10/2013,5000,12239
12/10/2013,0,11172
13/10/2013,0,10915
14/10/2013,0,8684
15/10/2013,0,7472
16/10/2013,0,6100
17/10/2013,5000,9880
18/10/2013,0,8597
19/10/2013,0,7315
20/10/2013,0,7118
21/10/2013,0,5915
22/10/2013,5000,9344
23/10/2013,0,8348
24/10/2013,5000,12298
25/10/2013,0,10789
26/10/2013,0,9626
27/10/2013,0,9379
28/10/2013,0,7878
29/10/2013,0,6635
30/10/2013,0,5389
31/10/2013,5000,8673
01/11/2013,0,7421
02/11/2013,5000,11205
03/11/2013,0,10957
04/11/2013,0,9344
05/11/2013,0,7602
06/11/2013,5000,11385
07/11/2013,0,10282
08/11/2013,0,8890
09/11/2013,0,7680
10/11/2013,0,7396
11/11/2013,0,5770
12/11/2013,3000,7623
13/11/2013,5000,11486
14/11/2013,0,10585
15/11/2013,0,9901
16/11/2013,0,9288
17/11/2013,0,8581
18/11/2013,0,7224
19/11/2013,6000,12227
20/11/2013,0,11138
21/11/2013,0,9859
22/11/2013,0,9020
23/11/2013,5000,13428
24/11/2013,0,13270
25/11/2013,0,11816
26/11/2013,0,11627
27/11/2013,3000,13464
28/11/2013,0,12367
29/11/2013,0,11165
30/11/2013,0,10020
01/12/2013,0,9727
02/12/2013,0,8361
03/12/2013,0,7254
04/12/2013,5000,11186
05/12/2013,0,9727
06/12/2013,0,8471
07/12/2013,0,7492
08/12/2013,0,6936
09/12/2013,3000,8382
10/12/2013,5000,12056
11/12/2013,0,10704
12/12/2013,0,9571
13/12/2013,0,8224
14/12/2013,5000,12420
15/12/2013,0,12132
16/12/2013,0,10774
17/12/2013,4000,13279
18/12/2013,0,12262
19/12/2013,0,10348
20/12/2013,0,9075
21/12/2013,0,8170
22/12/2013,0,7538
23/12/2013,0,6277
24/12/2013,0,5678
25/12/2013,0,5628
26/12/2013,0,4455
27/12/2013,5000,8060
28/12/2013,0,7407
29/12/2013,0,6694
30/12/2013,5000,10643
31/12/2013,0,9952
01/01/2014,0,9662
02/01/2014,0,8680
03/01/2014,5000,12857
04/01/2014,0,12026
05/01/2014,0,11637
06/01/2014,0,10057
07/01/2014,0,8661
08/01/2014,5000,11851
09/01/2014,0,10404
10/01/2014,0,9193
11/01/2014,5000,13115
12/01/2014,0,12929
13/01/2014,0,11734
14/01/2014,3000,13380
15/01/2014,0,12193
16/01/2014,0,10774
17/01/2014,0,9133
18/01/2014,4000,12354
19/01/2014,0,11809
20/01/2014,0,10472
21/01/2014,0,8751
22/01/2014,4000,11796
23/01/2014,0,10480
24/01/2014,4000,13127
25/01/2014,0,11875
26/01/2014,0,11331
27/01/2014,0,9627
28/01/2014,5000,12581
29/01/2014,0,10948
30/01/2014,0,9432
31/01/2014,0,8057
01/02/2014,5000,12035
02/02/2014,0,11664
03/02/2014,0,10166
04/02/2014,0,8716
05/02/2014,5000,12632
06/02/2014,0,10756
07/02/2014,0,9149
08/02/2014,4000,11751
09/02/2014,0,11391
10/02/2014,0,9531
11/02/2014,4000,12063
12/02/2014,0,10636
13/02/2014,0,8580
14/02/2014,4000,11150
15/02/2014,3000,13002
16/02/2014,0,12781
17/02/2014,0,11489
18/02/2014,0,9948
19/02/2014,0,8474
20/02/2014,5000,11336
21/02/2014,0,9676
22/02/2014,0,8719
23/02/2014,0,8006
24/02/2014,4000,10412
25/02/2014,0,9105
26/02/2014,5000,12506
27/02/2014,0,10709
28/02/2014,0,9322
01/03/2014,0,8288
02/03/2014,0,8038
03/03/2014,5000,12227
04/03/2014,0,11599
05/03/2014,0,10483
06/03/2014,0,8672
07/03/2014,4000,11339
08/03/2014,0,10300
09/03/2014,0,9983
10/03/2014,0,8599
11/03/2014,3000,9908
12/03/2014,5000,13457
13/03/2014,0,11721
14/03/2014,0,10103
15/03/2014,0,9176
16/03/2014,0,8664
17/03/2014,0,6833
18/03/2014,5000,10605
19/03/2014,0,9086
20/03/2014,5000,12615
21/03/2014,0,11015
22/03/2014,0,10253
